Source,Target,Weight
Nat Neurosci,Acc Chem Res,1
Nat Neurosci,Rapid Commun Mass Spectrom,1
Int J Biol Sci,Nat Methods,3
Int J Biol Sci,Sci Rep,16
Int J Biol Sci,Environ Microbiol Rep,1
Int J Biol Sci,Mol Cell,2
Int J Biol Sci,PLoS Genet,1
Int J Biol Sci,PLoS One,13
Int J Biol Sci,Nat Protoc,1
Int J Biol Sci,Methods Mol Biol,1
Int J Biol Sci,Nature,4
Int J Biol Sci,Oncotarget,5
Int J Biol Sci,Proc Natl Acad Sci U S A,2
Int J Biol Sci,Science,1
Int J Biol Sci,J Zhejiang Univ Sci B,1
Int J Biol Sci,J Biol Chem,2
Int J Biol Sci,Nucleic Acids Res,4
Int J Biol Sci,ACS Synth Biol,2
Int J Biol Sci,Plant Cell Rep,1
Int J Biol Sci,J Bacteriol,4
Int J Biol Sci,Nat Commun,6
Int J Biol Sci,Metab Eng,1
Int J Biol Sci,Genome Announc,1
Int J Biol Sci,Cell Rep,4
Int J Biol Sci,J Virol,2
Int J Biol Sci,Cell Mol Life Sci,2
Int J Biol Sci,Int J Syst Evol Microbiol,1
Int J Biol Sci,Protein Cell,2
Int J Biol Sci,Cell,6
Int J Biol Sci,Yi Chuan,3
Int J Biol Sci,Genome Res,2
Int J Biol Sci,BMC Genomics,1
Int J Biol Sci,G3 (Bethesda),3
Int J Biol Sci,Cancer Sci,1
Int J Biol Sci,Hum Mol Genet,4
Int J Biol Sci,Front Plant Sci,2
Int J Biol Sci,J Integr Plant Biol,1
Int J Biol Sci,MBio,1
Int J Biol Sci,Virus Res,1
Int J Biol Sci,Virol J,3
Int J Biol Sci,RNA Biol,12
Int J Biol Sci,Int J Mol Sci,1
Int J Biol Sci,Front Microbiol,4
Int J Biol Sci,Plant Biotechnol J,1
Int J Biol Sci,Xenotransplantation,1
Int J Biol Sci,Nat Biotechnol,4
Int J Biol Sci,Nat Struct Mol Biol,1
Int J Biol Sci,Plant J,2
Int J Biol Sci,FEBS J,3
Int J Biol Sci,Cell Stem Cell,2
Int J Biol Sci,Bioinformatics,3
Int J Biol Sci,Infect Genet Evol,2
Int J Biol Sci,Cell Res,4
Int J Biol Sci,J Cell Biochem,1
Int J Biol Sci,Development,1
Int J Biol Sci,Zhonghua Yi Xue Yi Chuan Xue Za Zhi,1
Int J Biol Sci,Dev Biol,1
Int J Biol Sci,Biochem J,1
Int J Biol Sci,J Ind Microbiol Biotechnol,1
Int J Biol Sci,Biotechnol Lett,2
Int J Biol Sci,Nat Neurosci,2
Int J Biol Sci,J Genet Genomics,2
Int J Biol Sci,Zhonghua Liu Xing Bing Xue Za Zhi,1
Int J Biol Sci,Zhongguo Shi Yan Xue Ye Xue Za Zhi,1
Int J Biol Sci,Appl Environ Microbiol,1
Int J Biol Sci,Free Radic Biol Med,2
Int J Biol Sci,Am J Hum Genet,1
Int J Biol Sci,Genes Dev,2
Int J Biol Sci,Cell Discov,1
Int J Biol Sci,Curr Biol,1
Int J Biol Sci,Bioresour Technol,1
Int J Biol Sci,Sci China Life Sci,1
Int J Biol Sci,Mol Med Rep,1
Int J Biol Sci,Stem Cells,1
Int J Biol Sci,Protein Sci,1
Int J Biol Sci,Epigenetics Chromatin,1
Int J Biol Sci,PLoS Pathog,1
Int J Biol Sci,Eur Urol,1
Int J Biol Sci,Curr Microbiol,2
Int J Biol Sci,Cancer Cell,2
Int J Biol Sci,Insect Biochem Mol Biol,1
Int J Biol Sci,Genetics,1
Int J Biol Sci,Biochem Biophys Res Commun,2
Int J Biol Sci,J Neurosci Res,1
Int J Biol Sci,Biotechnol J,1
Int J Biol Sci,Wei Sheng Wu Xue Bao,5
Int J Biol Sci,Neoplasia,1
Int J Biol Sci,Parasitol Res,1
Int J Biol Sci,Mol Plant,3
Int J Biol Sci,Biomed Res Int,1
Int J Biol Sci,Gene Ther,2
Int J Biol Sci,Parasit Vectors,1
Int J Biol Sci,Haematologica,1
Int J Biol Sci,Annu Rev Biophys,1
Int J Biol Sci,EMBO Mol Med,2
Int J Biol Sci,World J Microbiol Biotechnol,1
Int J Biol Sci,Neurochem Res,1
Int J Biol Sci,FEBS Lett,1
Int J Biol Sci,Sci Signal,1
Int J Biol Sci,ISME J,1
Int J Biol Sci,Structure,1
Int J Biol Sci,Biochem Pharmacol,1
Int J Biol Sci,Sheng Wu Gong Cheng Xue Bao,1
Int J Biol Sci,Environ Microbiol,1
Int J Biol Sci,Curr Opin Plant Biol,1
Int J Biol Sci,Transpl Immunol,1
Int J Biol Sci,Dev Cell,1
Int J Biol Sci,Toxins (Basel),1
Int J Biol Sci,J Pathol,2
Int J Biol Sci,Plant Mol Biol,1
Int J Biol Sci,Mil Med Res,1
Int J Biol Sci,Hum Mutat,1
Int J Biol Sci,J Surg Res,1
Int J Biol Sci,J Gen Virol,1
Int J Biol Sci,World J Gastroenterol,1
Int J Biol Sci,Appl Microbiol Biotechnol,1
Int J Biol Sci,J Clin Microbiol,11
Int J Biol Sci,Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,1
Int J Biol Sci,Chem Biol,1
Int J Biol Sci,EMBO J,2
Int J Biol Sci,J Biomol Struct Dyn,1
Int J Biol Sci,Zhonghua Yu Fang Yi Xue Za Zhi,1
Int J Biol Sci,Life (Basel),1
Int J Biol Sci,Onco Targets Ther,1
Int J Biol Sci,Gigascience,1
Int J Biol Sci,J Orthop Res,2
Int J Biol Sci,Int J Biochem Cell Biol,2
Int J Biol Sci,Mol Biol Rep,1
Int J Biol Sci,Rice (N Y),2
Int J Biol Sci,Crit Rev Eukaryot Gene Expr,1
Theriogenology,Sci Rep,4
Theriogenology,PLoS One,5
Theriogenology,Proc Natl Acad Sci U S A,2
Theriogenology,Cell Rep,1
Theriogenology,Springerplus,1
Theriogenology,Genome Res,1
Theriogenology,Xenotransplantation,1
Theriogenology,Transgenic Res,2
Theriogenology,Biotechnol Bioeng,1
Theriogenology,J Biotechnol,1
Theriogenology,Curr Gene Ther,1
Theriogenology,EMBO Mol Med,1
Theriogenology,J Pathol,1
Theriogenology,Chromosome Res,1
Biotechnol Adv,J Biol Chem,1
Biotechnol Adv,ACS Synth Biol,1
Biotechnol Adv,Trends Plant Sci,2
Biotechnol Adv,RNA Biol,1
Biotechnol Adv,Plant Biotechnol J,2
Biotechnol Adv,Cancer Res,1
Biotechnol Adv,Biotechnol J,1
Biotechnol Adv,Exp Mol Med,1
Biotechnol Adv,Mob Genet Elements,1
Biotechnol Adv,Biochem Soc Trans,1
Brief Funct Genomics,Nat Methods,3
Brief Funct Genomics,Sci Rep,9
Brief Funct Genomics,Mol Cell,1
Brief Funct Genomics,PLoS Genet,1
Brief Funct Genomics,PLoS One,4
Brief Funct Genomics,Nat Protoc,1
Brief Funct Genomics,Methods Mol Biol,2
Brief Funct Genomics,Nature,4
Brief Funct Genomics,Oncotarget,8
Brief Funct Genomics,Proc Natl Acad Sci U S A,3
Brief Funct Genomics,J Biol Chem,1
Brief Funct Genomics,Nucleic Acids Res,6
Brief Funct Genomics,ACS Synth Biol,2
Brief Funct Genomics,Plant Cell Rep,2
Brief Funct Genomics,Nat Commun,9
Brief Funct Genomics,Metab Eng,1
Brief Funct Genomics,Stand Genomic Sci,1
Brief Funct Genomics,Cell Rep,2
Brief Funct Genomics,Cell Mol Life Sci,2
Brief Funct Genomics,Protein Cell,1
Brief Funct Genomics,Sci Adv,2
Brief Funct Genomics,Genome Res,4
Brief Funct Genomics,Acta Pharmacol Sin,1
Brief Funct Genomics,Genome Biol,3
Brief Funct Genomics,Stem Cells Transl Med,1
Brief Funct Genomics,G3 (Bethesda),2
Brief Funct Genomics,J Integr Plant Biol,2
Brief Funct Genomics,MBio,2
Brief Funct Genomics,Mol Ther Nucleic Acids,1
Brief Funct Genomics,RNA Biol,1
Brief Funct Genomics,Int J Mol Sci,2
Brief Funct Genomics,Front Microbiol,1
Brief Funct Genomics,Plant Biotechnol J,1
Brief Funct Genomics,Nat Biotechnol,2
Brief Funct Genomics,Mol Cell Biol,1
Brief Funct Genomics,Stem Cell Reports,1
Brief Funct Genomics,Cell Stem Cell,3
Brief Funct Genomics,Bioinformatics,1
Brief Funct Genomics,Infect Genet Evol,1
Brief Funct Genomics,Cell Res,2
Brief Funct Genomics,Dev Biol,1
Brief Funct Genomics,Dev Genes Evol,1
Brief Funct Genomics,Biotechnol Lett,2
Brief Funct Genomics,Stem Cell Res,1
Brief Funct Genomics,Trends Mol Med,1
Brief Funct Genomics,J Genet Genomics,1
Brief Funct Genomics,Stem Cells Dev,1
Brief Funct Genomics,Dis Model Mech,2
Brief Funct Genomics,Genes Dev,1
Brief Funct Genomics,Trends Biotechnol,3
Brief Funct Genomics,J Reprod Dev,2
Brief Funct Genomics,Cancer Cell,1
Brief Funct Genomics,Insect Biochem Mol Biol,2
Brief Funct Genomics,Genetics,3
Brief Funct Genomics,Biochem Biophys Res Commun,2
Brief Funct Genomics,J Neurosci Res,1
Brief Funct Genomics,Nat Rev Genet,1
Brief Funct Genomics,J Vis Exp,1
Brief Funct Genomics,Plant Physiol,1
Brief Funct Genomics,Mol Plant,3
Brief Funct Genomics,Gene Ther,1
Brief Funct Genomics,Am J Transl Res,1
Brief Funct Genomics,Gene,1
Brief Funct Genomics,Mol Biol Cell,1
Brief Funct Genomics,Arterioscler Thromb Vasc Biol,1
Brief Funct Genomics,FEBS Lett,1
Brief Funct Genomics,Exp Anim,2
Brief Funct Genomics,Cell Biosci,2
Brief Funct Genomics,Antiviral Res,1
Brief Funct Genomics,Sheng Wu Gong Cheng Xue Bao,1
Brief Funct Genomics,Zhonghua Bing Li Xue Za Zhi,1
Brief Funct Genomics,PLoS Comput Biol,1
Brief Funct Genomics,Gastroenterology,1
Brief Funct Genomics,Adv Genet,2
Brief Funct Genomics,Brain Res,1
Brief Funct Genomics,J Med Microbiol,1
Brief Funct Genomics,J Microbiol Biotechnol,1
Brief Funct Genomics,J Mol Cell Biol,2
Brief Funct Genomics,Hum Mutat,1
Brief Funct Genomics,J Oral Microbiol,1
Brief Funct Genomics,J Gen Virol,1
Brief Funct Genomics,Appl Microbiol Biotechnol,1
Brief Funct Genomics,J Clin Microbiol,1
Brief Funct Genomics,EMBO J,2
Brief Funct Genomics,Mol Cells,2
Brief Funct Genomics,Foodborne Pathog Dis,2
Brief Funct Genomics,Reprod Biol Endocrinol,1
Brief Funct Genomics,J Orthop Res,1
Brief Funct Genomics,Planta,1
Brief Funct Genomics,Biochem Soc Trans,1
Brief Funct Genomics,Acta Crystallogr D Biol Crystallogr,1
Brief Funct Genomics,BMC Infect Dis,1
Stem Cell Res,Nat Methods,1
Stem Cell Res,Sci Rep,6
Stem Cell Res,Mol Cell,1
Stem Cell Res,PLoS One,2
Stem Cell Res,Methods Mol Biol,4
Stem Cell Res,Nature,2
Stem Cell Res,Oncotarget,2
Stem Cell Res,Proc Natl Acad Sci U S A,1
Stem Cell Res,Science,1
Stem Cell Res,J Biol Chem,1
Stem Cell Res,Nucleic Acids Res,2
Stem Cell Res,ACS Synth Biol,2
Stem Cell Res,Plant Cell Rep,1
Stem Cell Res,Nat Commun,2
Stem Cell Res,Metab Eng,1
Stem Cell Res,Stand Genomic Sci,1
Stem Cell Res,Mol Ther,2
Stem Cell Res,Cell Rep,1
Stem Cell Res,Cell Mol Life Sci,1
Stem Cell Res,Protein Cell,2
Stem Cell Res,Cell,1
Stem Cell Res,Yi Chuan,1
Stem Cell Res,Sci Adv,1
Stem Cell Res,Genome Biol,1
Stem Cell Res,BMC Genomics,1
Stem Cell Res,G3 (Bethesda),1
Stem Cell Res,Front Mol Neurosci,1
Stem Cell Res,MBio,1
Stem Cell Res,Virol J,1
Stem Cell Res,Nat Plants,1
Stem Cell Res,Int J Mol Sci,2
Stem Cell Res,Nat Biotechnol,1
Stem Cell Res,Mol Cell Biol,2
Stem Cell Res,Stem Cell Reports,1
Stem Cell Res,Cell Stem Cell,2
Stem Cell Res,Cell Res,3
Stem Cell Res,Development,2
Stem Cell Res,Dev Biol,1
Stem Cell Res,Biotechnol Lett,1
Stem Cell Res,Brief Funct Genomics,1
Stem Cell Res,J Genet Genomics,2
Stem Cell Res,Stem Cells Dev,3
Stem Cell Res,Cancer Res,1
Stem Cell Res,Transgenic Res,1
Stem Cell Res,Mol Cancer Res,1
Stem Cell Res,J Clin Invest,1
Stem Cell Res,Genes Dev,2
Stem Cell Res,Methods Cell Biol,1
Stem Cell Res,Curr Biol,1
Stem Cell Res,Bioresour Technol,1
Stem Cell Res,Anal Biochem,1
Stem Cell Res,Curr Microbiol,1
Stem Cell Res,Cancer Cell,1
Stem Cell Res,Insect Biochem Mol Biol,1
Stem Cell Res,Genetics,1
Stem Cell Res,Biochem Biophys Res Commun,2
Stem Cell Res,J Neurosci Res,1
Stem Cell Res,Biotechnol J,1
Stem Cell Res,J Vis Exp,2
Stem Cell Res,Plant Physiol,1
Stem Cell Res,Mol Plant,1
Stem Cell Res,Appl Biochem Biotechnol,1
Stem Cell Res,AIDS,1
Stem Cell Res,Mol Biol Cell,1
Stem Cell Res,Arterioscler Thromb Vasc Biol,1
Stem Cell Res,Curr Protoc Mouse Biol,1
Stem Cell Res,Acta Biochim Biophys Sin (Shanghai),1
Stem Cell Res,Dev Cell,1
Stem Cell Res,Methods,1
Stem Cell Res,Toxins (Basel),1
Stem Cell Res,Brain Res,1
Stem Cell Res,J Pathol,1
Stem Cell Res,J Mol Cell Biol,2
Stem Cell Res,Hum Mutat,1
Stem Cell Res,Zhongguo Fei Ai Za Zhi,1
Stem Cell Res,J Gen Virol,1
Stem Cell Res,Appl Microbiol Biotechnol,1
Stem Cell Res,FASEB J,1
Stem Cell Res,EMBO J,1
Stem Cell Res,BMC Genet,1
Stem Cell Res,Foodborne Pathog Dis,1
Stem Cell Res,J Neurochem,1
Neurology,Genetics,1
Trends Mol Med,Plant Cell Rep,1
Trends Mol Med,Nat Commun,2
Trends Mol Med,Nat Biotechnol,1
Trends Mol Med,Cell Stem Cell,1
Trends Mol Med,Brief Funct Genomics,1
Trends Mol Med,Am J Hum Genet,2
Trends Mol Med,Trends Biotechnol,1
Trends Mol Med,Reprod Biol Endocrinol,1
Angew Chem Int Ed Engl,Sci Rep,9
Angew Chem Int Ed Engl,Mol Cell,1
Angew Chem Int Ed Engl,Front Pharmacol,1
Angew Chem Int Ed Engl,PLoS One,4
Angew Chem Int Ed Engl,Methods Mol Biol,1
Angew Chem Int Ed Engl,Nature,1
Angew Chem Int Ed Engl,Oncotarget,3
Angew Chem Int Ed Engl,Science,1
Angew Chem Int Ed Engl,Nucleic Acids Res,4
Angew Chem Int Ed Engl,ACS Synth Biol,1
Angew Chem Int Ed Engl,Nat Commun,1
Angew Chem Int Ed Engl,Genome Announc,1
Angew Chem Int Ed Engl,Mol Ther,1
Angew Chem Int Ed Engl,Cell Rep,2
Angew Chem Int Ed Engl,Cell Mol Life Sci,1
Angew Chem Int Ed Engl,Xi Bao Yu Fen Zi Mian Yi Xue Za Zhi,1
Angew Chem Int Ed Engl,Protein Cell,1
Angew Chem Int Ed Engl,Cell,4
Angew Chem Int Ed Engl,Elife,1
Angew Chem Int Ed Engl,Sci Adv,3
Angew Chem Int Ed Engl,Genome Biol,1
Angew Chem Int Ed Engl,BMC Genomics,1
Angew Chem Int Ed Engl,G3 (Bethesda),3
Angew Chem Int Ed Engl,Hum Mol Genet,1
Angew Chem Int Ed Engl,J Integr Plant Biol,1
Angew Chem Int Ed Engl,MBio,1
Angew Chem Int Ed Engl,Int J Mol Sci,1
Angew Chem Int Ed Engl,Nat Biotechnol,2
Angew Chem Int Ed Engl,Int J Med Microbiol,1
Angew Chem Int Ed Engl,Trends Cell Biol,1
Angew Chem Int Ed Engl,FEBS J,1
Angew Chem Int Ed Engl,Stem Cell Reports,1
Angew Chem Int Ed Engl,Cell Stem Cell,1
Angew Chem Int Ed Engl,Cell Res,1
Angew Chem Int Ed Engl,Development,1
Angew Chem Int Ed Engl,J Cell Biol,1
Angew Chem Int Ed Engl,J Genet Genomics,3
Angew Chem Int Ed Engl,Appl Environ Microbiol,1
Angew Chem Int Ed Engl,Cell Discov,1
Angew Chem Int Ed Engl,Biotechnol Bioeng,1
Angew Chem Int Ed Engl,Chembiochem,1
Angew Chem Int Ed Engl,Stem Cells,1
Angew Chem Int Ed Engl,Anal Biochem,1
Angew Chem Int Ed Engl,Am J Physiol Lung Cell Mol Physiol,1
Angew Chem Int Ed Engl,Biochem Biophys Res Commun,1
Angew Chem Int Ed Engl,J Neurosci Res,1
Angew Chem Int Ed Engl,Biotechnol J,1
Angew Chem Int Ed Engl,Mol Plant,1
Angew Chem Int Ed Engl,Cell Death Differ,1
Angew Chem Int Ed Engl,Biomed Res Int,1
Angew Chem Int Ed Engl,Parasit Vectors,1
Angew Chem Int Ed Engl,Am J Transl Res,1
Angew Chem Int Ed Engl,EMBO Mol Med,1
Angew Chem Int Ed Engl,J Intern Med,1
Angew Chem Int Ed Engl,Neurochem Res,1
Angew Chem Int Ed Engl,Cell Biosci,3
Angew Chem Int Ed Engl,Environ Microbiol,1
Angew Chem Int Ed Engl,JCI Insight,1
Angew Chem Int Ed Engl,Zhonghua Bing Li Xue Za Zhi,1
Angew Chem Int Ed Engl,Acta Biochim Biophys Sin (Shanghai),1
Angew Chem Int Ed Engl,Gen Comp Endocrinol,1
Angew Chem Int Ed Engl,Methods,1
Angew Chem Int Ed Engl,Nat Cell Biol,1
Angew Chem Int Ed Engl,J Mol Cell Biol,1
Angew Chem Int Ed Engl,J Gen Virol,1
Angew Chem Int Ed Engl,FASEB J,2
Angew Chem Int Ed Engl,EMBO J,1
Angew Chem Int Ed Engl,J Am Chem Soc,1
Angew Chem Int Ed Engl,Foodborne Pathog Dis,1
Angew Chem Int Ed Engl,Int J Biochem Cell Biol,1
Angew Chem Int Ed Engl,Rice (N Y),1
Angew Chem Int Ed Engl,Chem Asian J,1
J Cell Biol,Sci Rep,5
J Cell Biol,Oncogene,1
J Cell Biol,PLoS One,3
J Cell Biol,Nature,1
J Cell Biol,Oncotarget,2
J Cell Biol,Proc Natl Acad Sci U S A,5
J Cell Biol,Nucleic Acids Res,6
J Cell Biol,Plant Cell Rep,1
J Cell Biol,Stand Genomic Sci,1
J Cell Biol,Cell Rep,2
J Cell Biol,Xi Bao Yu Fen Zi Mian Yi Xue Za Zhi,1
J Cell Biol,Cell,2
J Cell Biol,Yi Chuan,1
J Cell Biol,Genome Res,1
J Cell Biol,Genome Biol,2
J Cell Biol,J Cell Physiol,1
J Cell Biol,Front Mol Neurosci,1
J Cell Biol,J Integr Plant Biol,1
J Cell Biol,Mol Ther Nucleic Acids,1
J Cell Biol,Int J Mol Sci,1
J Cell Biol,Nat Biotechnol,1
J Cell Biol,Mol Ther Methods Clin Dev,1
J Cell Biol,Cell Stem Cell,2
J Cell Biol,Bioinformatics,1
J Cell Biol,Cell Res,1
J Cell Biol,Angew Chem Int Ed Engl,1
J Cell Biol,J Genet Genomics,2
J Cell Biol,Zhonghua Liu Xing Bing Xue Za Zhi,1
J Cell Biol,Hepatology,1
J Cell Biol,Methods Cell Biol,1
J Cell Biol,Cell Discov,1
J Cell Biol,Curr Biol,1
J Cell Biol,Sci China Life Sci,1
J Cell Biol,Mol Med Rep,1
J Cell Biol,PLoS Pathog,1
J Cell Biol,Genesis,2
J Cell Biol,Curr Microbiol,1
J Cell Biol,J Neurosci Res,1
J Cell Biol,Plant Physiol,1
J Cell Biol,Mol Plant,1
J Cell Biol,Gene Ther,2
J Cell Biol,Virology,1
J Cell Biol,Cilia,1
J Cell Biol,Neurochem Res,1
J Cell Biol,J Assist Reprod Genet,1
J Cell Biol,Cell Biosci,1
J Cell Biol,Dev Cell,3
J Cell Biol,Gen Comp Endocrinol,1
J Cell Biol,Nucleic Acid Ther,2
J Cell Biol,Plant Mol Biol,1
J Cell Biol,J Mol Cell Biol,1
J Cell Biol,Hum Mutat,1
J Cell Biol,J Nanosci Nanotechnol,1
J Cell Biol,Hematology,1
Clin Chem,Nat Methods,1
Clin Chem,PLoS One,2
Clin Chem,Nature,1
Clin Chem,Proc Natl Acad Sci U S A,1
Clin Chem,Science,2
Clin Chem,Nucleic Acids Res,1
Clin Chem,Cold Spring Harb Protoc,1
Clin Chem,Elife,1
Clin Chem,Am J Bioeth,1
Clin Chem,Nat Biotechnol,2
Clin Chem,Bioinformatics,1
Clin Chem,Curr Protoc Stem Cell Biol,1
Clin Chem,Methods Enzymol,1
Clin Chem,Curr Protoc Mol Biol,1
Clin Chem,Genetics,1
Genes (Basel),Proc Natl Acad Sci U S A,1
Genes (Basel),Nucleic Acids Res,2
Genes (Basel),Elife,1
Genes (Basel),RNA Biol,2
Genes (Basel),Biochem J,2
Genes (Basel),BMC Microbiol,2
Genes (Basel),J Mol Biol,2
Genes (Basel),Biosci Rep,1
Biol Chem,Mol Cell,3
Biol Chem,PLoS Genet,2
Biol Chem,PLoS One,3
Biol Chem,Methods Mol Biol,2
Biol Chem,Nature,3
Biol Chem,Proc Natl Acad Sci U S A,3
Biol Chem,Science,3
Biol Chem,Nucleic Acids Res,1
Biol Chem,Nat Commun,1
Biol Chem,J Virol,1
Biol Chem,Cell,2
Biol Chem,Genome Biol,2
Biol Chem,Biol Direct,1
Biol Chem,RNA Biol,3
Biol Chem,Nat Struct Mol Biol,3
Biol Chem,Proc Biol Sci,1
Biol Chem,Mol Microbiol,2
Biol Chem,J Control Release,1
Biol Chem,Curr Biol,1
Biol Chem,Trends Biotechnol,1
Biol Chem,Trends Microbiol,1
Biol Chem,Nat Rev Microbiol,3
Biol Chem,Methods,1
Biol Chem,FEMS Microbiol Rev,1
Biol Chem,Cell Mol Biol Lett,1
Biol Chem,Annu Rev Genet,3
Biol Chem,EMBO J,1
Biol Chem,Microbiol Mol Biol Rev,1
Biol Chem,Trends Biochem Sci,3
Biol Chem,Eur J Clin Microbiol Infect Dis,1
Biol Chem,Mol Cell Proteomics,3
Biol Chem,Cold Spring Harb Perspect Biol,2
J Genet Genomics,Nat Methods,5
J Genet Genomics,Adv Exp Med Biol,1
J Genet Genomics,Sci Rep,46
J Genet Genomics,Oncogene,4
J Genet Genomics,Mol Cell,5
J Genet Genomics,Front Pharmacol,1
J Genet Genomics,PLoS Genet,2
J Genet Genomics,PLoS One,31
J Genet Genomics,Nat Protoc,8
J Genet Genomics,Methods Mol Biol,14
J Genet Genomics,Nature,12
J Genet Genomics,Oncotarget,21
J Genet Genomics,Proc Natl Acad Sci U S A,22
J Genet Genomics,Science,6
J Genet Genomics,J Zhejiang Univ Sci B,1
J Genet Genomics,J Biol Chem,5
J Genet Genomics,Clin Cancer Res,2
J Genet Genomics,Nucleic Acids Res,30
J Genet Genomics,ACS Synth Biol,8
J Genet Genomics,Plant Cell Rep,6
J Genet Genomics,J Bacteriol,4
J Genet Genomics,Nat Commun,19
J Genet Genomics,Metab Eng,5
J Genet Genomics,Stand Genomic Sci,7
J Genet Genomics,Genome Announc,2
J Genet Genomics,Mol Ther,5
J Genet Genomics,Cell Rep,18
J Genet Genomics,J Virol,3
J Genet Genomics,Cell Mol Life Sci,6
J Genet Genomics,Int J Syst Evol Microbiol,2
J Genet Genomics,Xi Bao Yu Fen Zi Mian Yi Xue Za Zhi,1
J Genet Genomics,Protein Cell,9
J Genet Genomics,Cell,14
J Genet Genomics,Elife,4
J Genet Genomics,Cancer Discov,3
J Genet Genomics,Yi Chuan,8
J Genet Genomics,Sci Adv,5
J Genet Genomics,Genome Res,8
J Genet Genomics,Biochim Biophys Acta,2
J Genet Genomics,Genome Biol,7
J Genet Genomics,BMC Genomics,8
J Genet Genomics,Stem Cells Transl Med,4
J Genet Genomics,G3 (Bethesda),13
J Genet Genomics,Cancer Sci,1
J Genet Genomics,Hum Mol Genet,5
J Genet Genomics,J Cell Physiol,1
J Genet Genomics,Front Plant Sci,2
J Genet Genomics,Front Mol Neurosci,4
J Genet Genomics,J Integr Plant Biol,5
J Genet Genomics,MBio,4
J Genet Genomics,Mol Ther Nucleic Acids,2
J Genet Genomics,Virus Res,2
J Genet Genomics,Virol J,2
J Genet Genomics,Nat Plants,6
J Genet Genomics,RNA Biol,6
J Genet Genomics,Nat Chem Biol,3
J Genet Genomics,Int J Mol Sci,6
J Genet Genomics,Front Microbiol,4
J Genet Genomics,Ann Neurol,1
J Genet Genomics,Cell Biol Toxicol,1
J Genet Genomics,Plant Biotechnol J,7
J Genet Genomics,Nat Biotechnol,18
J Genet Genomics,Mol Ther Methods Clin Dev,1
J Genet Genomics,Nat Struct Mol Biol,2
J Genet Genomics,Mol Cell Biol,4
J Genet Genomics,Int J Med Microbiol,3
J Genet Genomics,Plant J,3
J Genet Genomics,FEBS J,3
J Genet Genomics,Stem Cell Reports,3
J Genet Genomics,Biol Open,8
J Genet Genomics,Cell Stem Cell,18
J Genet Genomics,Bioinformatics,7
J Genet Genomics,Infect Genet Evol,1
J Genet Genomics,Cell Res,21
J Genet Genomics,Proc Biol Sci,2
J Genet Genomics,Development,4
J Genet Genomics,Dev Biol,6
J Genet Genomics,Biochem J,1
J Genet Genomics,Biotechnol Lett,6
J Genet Genomics,Nat Neurosci,1
J Genet Genomics,Int J Biol Sci,2
J Genet Genomics,Brief Funct Genomics,1
J Genet Genomics,Stem Cell Res,2
J Genet Genomics,Angew Chem Int Ed Engl,3
J Genet Genomics,J Cell Biol,2
J Genet Genomics,Hum Genet,3
J Genet Genomics,Zhonghua Liu Xing Bing Xue Za Zhi,4
J Genet Genomics,Stem Cells Dev,1
J Genet Genomics,Cancer Res,4
J Genet Genomics,Viruses,1
J Genet Genomics,Nat Med,1
J Genet Genomics,Appl Environ Microbiol,1
J Genet Genomics,BMC Biotechnol,1
J Genet Genomics,Transgenic Res,3
J Genet Genomics,Ann Rheum Dis,1
J Genet Genomics,Mol Cancer Res,1
J Genet Genomics,J Clin Invest,1
J Genet Genomics,Free Radic Biol Med,4
J Genet Genomics,Am J Hum Genet,2
J Genet Genomics,Hum Gene Ther,5
J Genet Genomics,Hepatology,2
J Genet Genomics,Genes Dev,5
J Genet Genomics,Methods Cell Biol,4
J Genet Genomics,Dongwuxue Yanjiu,1
J Genet Genomics,Cell Discov,4
J Genet Genomics,Curr Biol,1
J Genet Genomics,Biotechnol Bioeng,2
J Genet Genomics,Sci China Life Sci,3
J Genet Genomics,Mol Med Rep,1
J Genet Genomics,Stem Cells,2
J Genet Genomics,Methods Enzymol,6
J Genet Genomics,Anal Biochem,2
J Genet Genomics,Protein Sci,2
J Genet Genomics,PLoS Pathog,6
J Genet Genomics,Genesis,1
J Genet Genomics,Curr Microbiol,3
J Genet Genomics,J Biotechnol,3
J Genet Genomics,Am J Physiol Lung Cell Mol Physiol,1
J Genet Genomics,Chin J Cancer,1
J Genet Genomics,Cancer Cell,4
J Genet Genomics,Insect Biochem Mol Biol,8
J Genet Genomics,Microb Cell Fact,1
J Genet Genomics,Genetics,10
J Genet Genomics,Nan Fang Yi Ke Da Xue Xue Bao,1
J Genet Genomics,Biochem Biophys Res Commun,9
J Genet Genomics,J Neurosci Res,3
J Genet Genomics,Biotechnol J,6
J Genet Genomics,Wei Sheng Wu Xue Bao,6
J Genet Genomics,J Vis Exp,1
J Genet Genomics,Curr Gene Ther,1
J Genet Genomics,Plant Physiol,5
J Genet Genomics,J Cell Sci,1
J Genet Genomics,Retrovirology,1
J Genet Genomics,Parasitol Res,3
J Genet Genomics,Parasitology,1
J Genet Genomics,Annu Rev Genomics Hum Genet,1
J Genet Genomics,Mol Plant,17
J Genet Genomics,Appl Biochem Biotechnol,2
J Genet Genomics,Cell Death Differ,3
J Genet Genomics,Biomed Res Int,3
J Genet Genomics,Gene Ther,3
J Genet Genomics,Acta Neuropathol Commun,1
J Genet Genomics,RNA,1
